Species,Metabolite,kegg_id,genus,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence,pathway,rho,abs_rho
ER4 sp000765235,C02714_N-Acetylputrescine,C02714,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3666298274627075,0.3666298274627075
Ruminococcus_C callidus,C05332_Phenethylamine,C05332,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3660220260610242,0.3660220260610242
Acetatifactor sp003447295,C00134_Putrescine,C00134,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.3659775782512368,0.3659775782512368
Acetatifactor intestinalis,C00431_5-Aminovalerate,C00431,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3659632178546831,0.3659632178546831
Alistipes shahii,C17714_Heptanoate,C17714,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3658380791387249,0.3658380791387249
Agathobacter sp900317585,C05332_Phenethylamine,C05332,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3656671793372866,0.3656671793372866
Faecousia sp000434635,C02656_Pimelate,C02656,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3652969367657968,0.3652969367657968
Alistipes shahii,C00803_Valerate,C00803,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3652471173294866,0.3652471173294866
Alistipes shahii,C02714_N-Acetylputrescine,C02714,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3651779913711249,0.3651779913711249
Acetatifactor sp003447295,C00695_Cholate,C00695,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3646610170951905,0.3646610170951905
ER4 sp900552015,C02714_N-Acetylputrescine,C02714,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3641434684033939,0.3641434684033939
Acetatifactor sp003447295,C00364_dTMP,C00364,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3638901252814201,0.3638901252814201
Clostridium_A leptum,C06104_Adipate,C06104,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3635510888260112,0.3635510888260112
Eubacterium_G ventriosum,C02678_Dodecanedioate,C02678,Eubacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3623460421001713,0.3623460421001713
Agathobacter sp900546625,C05332_Phenethylamine,C05332,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3620664400612867,0.3620664400612867
ER4 sp900552015,C00134_Putrescine,C00134,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.3618647606782473,0.3618647606782473
Veillonella atypica,C06104_Adipate,C06104,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3617869106892514,0.3617869106892514
CAG-41 sp900066215,C05332_Phenethylamine,C05332,CAG-41,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3616524282828426,0.3616524282828426
Alistipes putredinis,C00803_Valerate,C00803,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3597558445027354,0.3597558445027354
ER4 sp000765235,C00803_Valerate,C00803,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3596153998042715,0.3596153998042715
Scatavimonas merdipullorum,C00431_5-Aminovalerate,C00431,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3595501519617163,0.3595501519617163
Lachnospira sp003451515,C05332_Phenethylamine,C05332,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3590014891811851,0.3590014891811851
Gemmiger qucibialis,C02678_Dodecanedioate,C02678,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3585936683252568,0.3585936683252568
Alistipes putredinis,C00431_5-Aminovalerate,C00431,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3573510008334774,0.3573510008334774
ER4 sp000765235,C00364_dTMP,C00364,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3570669161745521,0.3570669161745521
Faecousia sp000434635,"C03283_2,4-Diaminobutyrate",C03283,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3561520434233362,0.3561520434233362
ER4 sp000765235,C00431_5-Aminovalerate,C00431,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3549844074814219,0.3549844074814219
UBA737 sp902762875,C00431_5-Aminovalerate,C00431,UBA737,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.354634588221373,0.354634588221373
Gemmiger formicilis,C00483_Tyramine,C00483,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3544365165459247,0.3544365165459247
Ruminococcus_E bromii_B,C02656_Pimelate,C02656,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3543094959540335,0.3543094959540335
Ruminococcus_E bromii,C08277_Sebacate,C08277,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.353043693170267,0.353043693170267
UBA1206 sp000433115,C00695_Cholate,C00695,UBA1206,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,0.3524193534489939,0.3524193534489939
Faecousia sp000434635,C05629_3-Phenylpropionate,C05629,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3523883178993946,0.3523883178993946
Alistipes shahii,C05629_3-Phenylpropionate,C05629,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3516598147206837,0.3516598147206837
CAG-127 sp900319515,C05332_Phenethylamine,C05332,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3516569805454772,0.3516569805454772
CAG-103 sp900543625,"C03283_2,4-Diaminobutyrate",C03283,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3511261777636228,0.3511261777636228
Acetatifactor sp003447295,C00431_5-Aminovalerate,C00431,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3507515369932431,0.3507515369932431
Veillonella atypica,C08277_Sebacate,C08277,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3501846717614794,0.3501846717614794
Ruminococcus_E bromii,C02656_Pimelate,C02656,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3501135262619733,0.3501135262619733
Faecousia sp000434635,C02714_N-Acetylputrescine,C02714,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3498867539127772,0.3498867539127772
Acetatifactor sp003447295,C00055_CMP,C00055,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.3495211215221479,0.3495211215221479
Lachnospira sp003537285,C05332_Phenethylamine,C05332,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3493038771803765,0.3493038771803765
Gemmiger qucibialis,C00398_Tryptamine,C00398,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3491124638500055,0.3491124638500055
ER4 sp900552015,C02656_Pimelate,C02656,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3489201757660282,0.3489201757660282
CAG-103 sp900757655,C00695_Cholate,C00695,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3476175240493561,0.3476175240493561
Gemmiger sp900540595,C00398_Tryptamine,C00398,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3464102600755104,0.3464102600755104
Alangreenwoodia gallinarii,C00803_Valerate,C00803,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.346229067026446,0.346229067026446
ER4 sp000765235,C01042_N-Acetylaspartate,C01042,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3455909848876931,0.3455909848876931
Scatavimonas merdipullorum,C08277_Sebacate,C08277,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3455024479916507,0.3455024479916507
Alistipes onderdonkii,"C03283_2,4-Diaminobutyrate",C03283,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.345138450049256,0.345138450049256
ER4 sp900552015,C00055_CMP,C00055,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.3444734174878593,0.3444734174878593
Acetatifactor intestinalis,C02656_Pimelate,C02656,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3443660573210333,0.3443660573210333
Faecalibacterium prausnitzii_D,C00398_Tryptamine,C00398,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3442188571101708,0.3442188571101708
ER4 sp000765235,C06104_Adipate,C06104,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3439817076920538,0.3439817076920538
Alectryocaccomicrobium excrementavium,C00408_Pipecolate,C00408,Alectryocaccomicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3437770828299101,0.3437770828299101
Acetatifactor sp003447295,C00398_Tryptamine,C00398,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3436379773595288,0.3436379773595288
Lachnospira eligens,C00055_CMP,C00055,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.3423357184194547,0.3423357184194547
Ventricola intestinavium,C02714_N-Acetylputrescine,C02714,Ventricola,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3421901557758376,0.3421901557758376
Scatavimonas merdipullorum,C02714_N-Acetylputrescine,C02714,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3416191864088612,0.3416191864088612
Faecousia sp000434635,C00134_Putrescine,C00134,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.34152268454402,0.34152268454402
Acetatifactor sp003447295,C02656_Pimelate,C02656,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3414806191122457,0.3414806191122457
UBA3855 sp017460955,C00134_Putrescine,C00134,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.3410301229422269,0.3410301229422269
Avimicrobium caecorum,C00431_5-Aminovalerate,C00431,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3406751339394187,0.3406751339394187
Avimicrobium caecorum,C00134_Putrescine,C00134,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.339561341582711,0.339561341582711
Alangreenwoodia gallinarii,C06103_6-Hydroxyhexanoate,C06103,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3394451751708977,0.3394451751708977
UBA737 sp902762875,C00134_Putrescine,C00134,UBA737,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.339161548142655,0.339161548142655
Faecalibacterium sp900539945,C05629_3-Phenylpropionate,C05629,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.33892946220944,0.33892946220944
Avispirillum faecium,C06103_6-Hydroxyhexanoate,C06103,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3383178735188561,0.3383178735188561
Faecalibacterium prausnitzii,C00483_Tyramine,C00483,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3380524482042027,0.3380524482042027
Alangreenwoodia gallinarii,C00431_5-Aminovalerate,C00431,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.337873420571785,0.337873420571785
Scatavimonas merdipullorum,C00134_Putrescine,C00134,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.3376149334338178,0.3376149334338178
Faecalibacterium prausnitzii,C00695_Cholate,C00695,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3369770446189009,0.3369770446189009
Acetatifactor intestinalis,C00398_Tryptamine,C00398,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3362749495586207,0.3362749495586207
Avispirillum faecium,C08277_Sebacate,C08277,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.336220285813751,0.336220285813751
Faecousia sp000434635,C00695_Cholate,C00695,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.336027535198768,0.336027535198768
Faecousia sp003525905,C00695_Cholate,C00695,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3355257829431805,0.3355257829431805
UMGS693 sp900544555,C08277_Sebacate,C08277,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3350128594234207,0.3350128594234207
Faecalibacterium sp900539945,C00695_Cholate,C00695,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3347032194285826,0.3347032194285826
Aphodomorpha sp900549955,C02714_N-Acetylputrescine,C02714,Aphodomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3339409695795103,0.3339409695795103
UBA1685 sp900546845,C00431_5-Aminovalerate,C00431,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3334225592639205,0.3334225592639205
Ruminococcus_D bicirculans,C00134_Putrescine,C00134,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.3332577019114837,0.3332577019114837
Faecalibacterium prausnitzii_C,C00695_Cholate,C00695,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3330641237659393,0.3330641237659393
CAG-488 sp000434055,C00431_5-Aminovalerate,C00431,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3328467073621158,0.3328467073621158
ER4 sp900552015,C00431_5-Aminovalerate,C00431,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3327467590021017,0.3327467590021017
Alistipes putredinis,"C03283_2,4-Diaminobutyrate",C03283,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3322350231966391,0.3322350231966391
CAG-127 sp900319515,C00398_Tryptamine,C00398,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3322248749956146,0.3322248749956146
Alangreenwoodia gallinarii,C05629_3-Phenylpropionate,C05629,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.331817473262928,0.331817473262928
Faecalibacterium prausnitzii_D,C00695_Cholate,C00695,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3312699358205157,0.3312699358205157
ER4 sp000765235,C01585_Hexanoate,C01585,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3304520150870382,0.3304520150870382
CAG-488 sp000434055,C00134_Putrescine,C00134,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.3299760640910242,0.3299760640910242
Eubacterium_F sp003491505,C05629_3-Phenylpropionate,C05629,Eubacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.328890248978512,0.328890248978512
CAG-170 sp000432135,C05629_3-Phenylpropionate,C05629,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3283102323534749,0.3283102323534749
CAG-170 sp000432135,C06103_6-Hydroxyhexanoate,C06103,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3279913595702383,0.3279913595702383
Ruminococcus_D bicirculans,C00398_Tryptamine,C00398,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3278967823368748,0.3278967823368748
Alistipes shahii,C06104_Adipate,C06104,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3278375749844696,0.3278375749844696
Galloscillospira_B excrementipullorum,C00431_5-Aminovalerate,C00431,Galloscillospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3276192358086253,0.3276192358086253
Scatomorpha intestinavium,C00431_5-Aminovalerate,C00431,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3257802434259541,0.3257802434259541
Lachnospira sp003451515,C05629_3-Phenylpropionate,C05629,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3256631795064066,0.3256631795064066
CAG-103 sp000432375,C00695_Cholate,C00695,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3253422513310651,0.3253422513310651
CAG-103 sp900543625,C00055_CMP,C00055,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.3252420241288863,0.3252420241288863
Lachnospira eligens_A,C05629_3-Phenylpropionate,C05629,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3246556537224848,0.3246556537224848
Alangreenwoodia gallinarii,C02656_Pimelate,C02656,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.324615891206915,0.324615891206915
CAG-170 sp000432135,C02656_Pimelate,C02656,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3243361503205009,0.3243361503205009
Acetatifactor sp003447295,C01046_N-Methylglutamate,C01046,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3241010743023121,0.3241010743023121
Erysipelatoclostridium ramosum,C00364_dTMP,C00364,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3230742266326101,0.3230742266326101
UBA5905 sp900763035,C01672_Cadaverine,C01672,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.3228873647241581,0.3228873647241581
CAG-170 sp000432135,C00055_CMP,C00055,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.3228848971297736,0.3228848971297736
UBA5905 sp900763035,C06104_Adipate,C06104,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3210534232924218,0.3210534232924218
Ruminococcus_C sp000980705,C00398_Tryptamine,C00398,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.3207109623511194,0.3207109623511194
Acetatifactor intestinalis,C01046_N-Methylglutamate,C01046,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3204660239906181,0.3204660239906181
Alistipes shahii,C02656_Pimelate,C02656,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3201714863333885,0.3201714863333885
CAG-488 sp000434055,C02656_Pimelate,C02656,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3200545925543633,0.3200545925543633
ER4 sp900552015,C01046_N-Methylglutamate,C01046,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3198495316353816,0.3198495316353816
ER4 sp900552015,C00803_Valerate,C00803,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3189411503684552,0.3189411503684552
Avispirillum faecium,"C03283_2,4-Diaminobutyrate",C03283,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3186878179637577,0.3186878179637577
Faecalibacterium sp900539945,C00483_Tyramine,C00483,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3186739491130717,0.3186739491130717
UBA5905 sp900763035,C06103_6-Hydroxyhexanoate,C06103,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3184262409539929,0.3184262409539929
Lachnospira eligens,C01046_N-Methylglutamate,C01046,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3182394425864852,0.3182394425864852
Ruminococcus_D bicirculans,C00695_Cholate,C00695,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3180862301603941,0.3180862301603941
Galloscillospira_B excrementipullorum,C00408_Pipecolate,C00408,Galloscillospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.318024565199273,0.318024565199273
Ruminococcus_D bicirculans,C00431_5-Aminovalerate,C00431,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3179569865914105,0.3179569865914105
Alistipes putredinis,C05629_3-Phenylpropionate,C05629,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3179240718172511,0.3179240718172511
ER4 sp000765235,C01046_N-Methylglutamate,C01046,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3177708624431969,0.3177708624431969
Faecivivens stercoravium,C00055_CMP,C00055,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,-0.3172784273373792,0.3172784273373792
Faecalibacterium prausnitzii_C,C00483_Tyramine,C00483,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3172318776769712,0.3172318776769712
UBA5905 sp900763035,C01046_N-Methylglutamate,C01046,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3172284697980237,0.3172284697980237
CAG-170 sp000432135,C00364_dTMP,C00364,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3169302653069326,0.3169302653069326
Faecousia sp003525905,C06104_Adipate,C06104,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3168593177440127,0.3168593177440127
Barnesiella intestinihominis,C00364_dTMP,C00364,Barnesiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3167253421391189,0.3167253421391189
Gemmiger sp900540595,C05629_3-Phenylpropionate,C05629,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3166414007365797,0.3166414007365797
Alistipes putredinis,C06104_Adipate,C06104,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3164547845888436,0.3164547845888436
ER4 sp000765235,C01921_Glycocholate,C01921,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3160423911365327,0.3160423911365327
Faecousia sp003525905,C00576_Betaine aldehyde,C00576,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3158180509567312,0.3158180509567312
Veillonella atypica,C00719_Betaine,C00719,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3155392625617557,0.3155392625617557
Alistipes onderdonkii,C06104_Adipate,C06104,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.315429737495625,0.315429737495625
CAG-127 sp900319515,C05629_3-Phenylpropionate,C05629,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3149625261727499,0.3149625261727499
Faecivivens stercoravium,C06104_Adipate,C06104,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.31427860587623,0.31427860587623
Lachnospira sp003537285,C00055_CMP,C00055,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.314231997938136,0.314231997938136
CAG-1427 sp900554685,C02656_Pimelate,C02656,CAG-1427,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.314198415271013,0.314198415271013
Lachnospira eligens,C05629_3-Phenylpropionate,C05629,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3136631970260959,0.3136631970260959
CAG-103 sp900543625,C06103_6-Hydroxyhexanoate,C06103,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3136051236212113,0.3136051236212113
Ruminococcus_E bromii_B,C05629_3-Phenylpropionate,C05629,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3134938878899437,0.3134938878899437
Alistipes onderdonkii,C02656_Pimelate,C02656,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3132234866889466,0.3132234866889466
Klebsiella pneumoniae,"C00986_1,3-Diaminopropane",C00986,Klebsiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.313187277536175,0.313187277536175
Faecousia sp000434635,C06103_6-Hydroxyhexanoate,C06103,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3130990585228936,0.3130990585228936
Aphodomorpha sp900549955,C00431_5-Aminovalerate,C00431,Aphodomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3127068256113651,0.3127068256113651
Faecousia sp003525905,C17714_Heptanoate,C17714,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3122657350823366,0.3122657350823366
Avichristensenella intestinipullorum,C00408_Pipecolate,C00408,Avichristensenella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3119568624866911,0.3119568624866911
Alistipes putredinis,C00489_Glutarate,C00489,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3117110757143292,0.3117110757143292
Lachnospira sp003451515,C00055_CMP,C00055,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.311429840076939,0.311429840076939
UBA5905 sp900763035,C00489_Glutarate,C00489,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3107293990059159,0.3107293990059159
CAG-127 sp900319515,"C03283_2,4-Diaminobutyrate",C03283,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3103300437653658,0.3103300437653658
Faecousia sp000434635,C00055_CMP,C00055,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.3100159085286714,0.3100159085286714
CAG-170 sp000432135,C01042_N-Acetylaspartate,C01042,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3094544829998753,0.3094544829998753
ER4 sp000765235,C17714_Heptanoate,C17714,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3092241773221408,0.3092241773221408
Clostridium_A leptum,C00695_Cholate,C00695,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.3091006428287913,0.3091006428287913
UBA1206 sp000433115,C02656_Pimelate,C02656,UBA1206,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3090283786217932,0.3090283786217932
Lachnospira eligens,C02656_Pimelate,C02656,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3089521248175397,0.3089521248175397
Veillonella atypica,C00489_Glutarate,C00489,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3084460959538721,0.3084460959538721
S5-A14a sp000758905,C00388_Histamine,C00388,S5-A14a,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3082377487319597,0.3082377487319597
Faecousia sp017548065,C06103_6-Hydroxyhexanoate,C06103,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3081133695094444,0.3081133695094444
ER4 sp900552015,C01042_N-Acetylaspartate,C01042,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3077932723265393,0.3077932723265393
Erysipelatoclostridium ramosum,C00803_Valerate,C00803,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3074995027712011,0.3074995027712011
ER4 sp900552015,C05145_3-Aminoisobutyrate,C05145,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3071977682774042,0.3071977682774042
Alistipes_A ihumii,"C03283_2,4-Diaminobutyrate",C03283,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3056393506997941,0.3056393506997941
Avimicrobium caecorum,C01042_N-Acetylaspartate,C01042,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3056320326452023,0.3056320326452023
Faecousia sp003525905,C06103_6-Hydroxyhexanoate,C06103,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3047718176443039,0.3047718176443039
Erysipelatoclostridium ramosum,C02656_Pimelate,C02656,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3042605771999071,0.3042605771999071
Escherichia coli,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3041774899188222,0.3041774899188222
