species,metabolite,rho,qval,rho_partial,pval_partial,pathway,qval_partial,survives_adjustment
UBA5905 sp900763035,"C03283_2,4-Diaminobutyrate",-0.30192071559898037,4.2398903625955305e-07,-0.3531339267815077,1.253600423899077e-11,Other,1.7656343998578553e-10,True
Alistipes putredinis,C06103_6-Hydroxyhexanoate,0.3018281960820688,4.27538540430015e-07,0.2907385781713931,3.469565425125992e-08,Other,1.3962033903927534e-07,True
Alistipes onderdonkii,C00134_Putrescine,-0.3017047513956869,4.326903104133537e-07,-0.2744225828149709,2.0635246922258152e-07,Polyamine,5.998618291354114e-07,True
Limivicinus faecipullorum,C00408_Pipecolate,-0.3014206319699909,4.4625347201271837e-07,-0.29176362327739863,3.090007571069785e-08,Other,1.276862632673465e-07,True
Erysipelatoclostridium ramosum,C00003_NAD+,-0.3013628165804915,4.481579149561047e-07,-0.30301240910587,8.406116353928017e-09,Other,4.435945305502911e-08,True
Ventricola intestinavium,C02656_Pimelate,-0.30110889689491227,4.59396405897332e-07,-0.2983886486234985,1.4452078922070575e-08,Other,6.849326503350984e-08,True
Gemmiger qucibialis,C05629_3-Phenylpropionate,0.30111866811297,4.59396405897332e-07,0.2938918340466621,2.42580520631267e-08,Other,1.042347942598566e-07,True
ER4 sp900552015,C17714_Heptanoate,0.3010793222000907,4.5983553458513133e-07,0.29988184265715584,1.2144600669481677e-08,Other,5.988386125044203e-08,True
Faecousia sp003525905,C00431_5-Aminovalerate,-0.30101545236110766,4.6097847688491524e-07,-0.29121390729732166,3.2882724148040404e-08,Other,1.3342445599163418e-07,True
Fimimonas sp003537755,"C03283_2,4-Diaminobutyrate",-0.3010283580582792,4.6097847688491524e-07,-0.3423420887713762,5.6324971485387554e-11,Other,6.189557306086545e-10,True
Lachnospira sp003537285,C01046_N-Methylglutamate,0.3009134656119585,4.653634231096612e-07,0.2978185408803153,1.544049511388361e-08,Other,7.198366020458559e-08,True
ER4 sp000765235,C00576_Betaine aldehyde,0.3006409350610426,4.792757584138108e-07,0.31752789794238495,1.4408641606566183e-09,Other,1.0479012077502677e-08,True
UBA5905 sp900763035,C00695_Cholate,0.3005906718310482,4.809100686332967e-07,0.273050303320296,2.3849833300341387e-07,Bile Acid,6.765910156125216e-07,True
Erysipelatoclostridium ramosum,C00055_CMP,-0.30041823423485503,4.895053986826725e-07,-0.3029222258155126,8.496206179994683e-09,Nucleotide,4.4716874631550964e-08,True
UBA737 sp902762875,C08277_Sebacate,-0.30032275823016163,4.937841342561534e-07,-0.2964962355656474,1.799115602642264e-08,Other,8.159254433751764e-08,True
Cellulosilyticum pullistercoris,C08277_Sebacate,-0.3003004995371905,4.938525920043431e-07,-0.29341851537625097,2.5603880120949248e-08,Other,1.0872135932462526e-07,True
SFEL01 sp016292635,C02714_N-Acetylputrescine,0.29996599458096074,5.122918172320881e-07,0.30331139256211875,8.114009026562348e-09,Other,4.304514072446869e-08,True
Faecivivens stercoravium,C02656_Pimelate,-0.2999291887933251,5.132389356498276e-07,-0.2836336283724673,7.648495526142189e-08,Other,2.702648595809961e-07,True
Alistipes shahii,2-Hydroxypentanoate,-0.29988837639783966,5.144313353982447e-07,-0.3128713957558709,2.5637748779497997e-09,Other,1.6381948101915653e-08,True
Ruminococcus_E bromii_B,C02714_N-Acetylputrescine,-0.29951881183227747,5.358031078338862e-07,-0.2956216874155249,1.989706822149904e-08,Other,8.882619741740643e-08,True
W1P20-047 sp004555335,C02678_Dodecanedioate,-0.29945637251584295,5.384068500847076e-07,-0.3001291286858112,1.179859953797524e-08,Other,5.8992997689876195e-08,True
QALW01 sp900547955,C00431_5-Aminovalerate,0.2992649200212074,5.492244971493189e-07,0.2886396626110992,4.3921957367597844e-08,Other,1.686063622556539e-07,True
Alistipes shahii,C00489_Glutarate,0.2990610023901444,5.610676301943032e-07,0.3028320425251551,8.587230269704803e-09,Other,4.507732425041891e-08,True
Faecalibacterium prausnitzii_C,C05629_3-Phenylpropionate,0.2989753781578626,5.639587381071768e-07,0.29343086531728724,2.556786523926561e-08,Other,1.0872135932462526e-07,True
Scatavimonas sp900540275,C00695_Cholate,0.29899092365496216,5.639587381071768e-07,0.28183944042704373,9.306166187081778e-08,Bile Acid,3.1228745594234155e-07,True
Faecivivens stercoravium,C08277_Sebacate,-0.2989468837956047,5.644725024516822e-07,-0.3061389546435491,5.795780607045389e-09,Other,3.293057163093971e-08,True
Veillonella atypica,C00803_Valerate,-0.2989015013078764,5.661015095358538e-07,-0.2851196422078478,6.494697255856298e-08,Other,2.353151179658079e-07,True
ER4 sp900552015,C00576_Betaine aldehyde,0.29853368441854794,5.894322591021583e-07,0.31850325607631463,1.2754256420210444e-09,Other,9.464607682237848e-09,True
Alistipes onderdonkii,C17714_Heptanoate,0.2982999875026956,6.04209478208492e-07,0.28794576824962276,4.7462854000347806e-08,Other,1.7910510943527473e-07,True
Alistipes avistercoris,C00134_Putrescine,-0.29805405138379654,6.202257996919832e-07,-0.2623362986594857,7.187716757128063e-07,Polyamine,1.7403672535419042e-06,True
CAG-488 sp900539465,C02678_Dodecanedioate,-0.29779013474659943,6.379814228127889e-07,-0.3153227154475935,1.895291794063357e-09,Other,1.2720079154787632e-08,True
Escherichia sp002965065,C00152_Asn,-0.2976469555131405,6.471167946081134e-07,-0.2954760729944701,2.0232801398337168e-08,Other,9.012383696363994e-08,True
UBA3818 sp904397845,C08277_Sebacate,0.2973701067064245,6.666149146579846e-07,0.3087933303425414,4.212263841092091e-09,Other,2.4633121877731524e-08,True
Clostridium_A leptum,C00803_Valerate,0.29734239283014324,6.671787589309096e-07,0.29786564298101154,1.535641552719564e-08,Other,7.175895106166188e-08,True
UMGS929 sp900546875,C08277_Sebacate,-0.2971390471129372,6.814486383321606e-07,-0.2998735136271547,1.2156423833839733e-08,Other,5.988386125044203e-08,True
Sediminibacterium sp902168225,C01118_o-Succinylhomoserine,-0.296964111186868,6.921094911734828e-07,-0.28100165489209883,1.0194043128751243e-07,Other,3.3588280490119416e-07,True
Acetatifactor sp003447295,C06103_6-Hydroxyhexanoate,0.2969726134758489,6.921094911734828e-07,0.2894995631567368,3.9886662869041374e-08,Other,1.5703410578362746e-07,True
CAG-103 sp900543625,C00576_Betaine aldehyde,0.29691813516626053,6.925515471202966e-07,0.2973860057361168,1.6233694634649173e-08,Other,7.463767648114563e-08,True
Gemmiger qucibialis,C00695_Cholate,-0.296936812531916,6.925515471202966e-07,-0.2642169361921628,5.942873712107107e-07,Bile Acid,1.474658489356602e-06,True
Clostridium_A leptum,C00334_GABA,-0.29689631621363444,6.926845520637054e-07,-0.2804507900802976,1.082174481580235e-07,Other,3.5309268859695865e-07,True
Erysipelatoclostridium ramosum,"C03283_2,4-Diaminobutyrate",-0.29687417091032253,6.928472982684259e-07,-0.3024460350657907,8.987617054399245e-09,Other,4.681050549166273e-08,True
Barnesiella intestinihominis,C00803_Valerate,0.2967607966861975,7.003523495230428e-07,0.2864904856628673,5.580571774272632e-08,Other,2.0668784349157895e-07,True
CAG-103 sp000432375,"C03283_2,4-Diaminobutyrate",0.2965533587529478,7.156632919993914e-07,0.29170417123566617,3.1108800476795435e-08,Other,1.2801975504854088e-07,True
CAG-127 sp900319515,C00695_Cholate,-0.29644798463322686,7.227445915861128e-07,-0.2774672740922937,1.492348567096258e-07,Bile Acid,4.598917001837467e-07,True
ER4 sp900552015,C00364_dTMP,0.29632363959663394,7.314939435136782e-07,0.3035549448876701,7.883343246524147e-09,Other,4.2226559955488786e-08,True
Alistipes shahii,C00245_Taurine,-0.2962581401907865,7.353457367921561e-07,-0.30180728462708056,9.690165237047343e-09,Other,4.9820900961682994e-08,True
Aphodousia sp900553105,C05341_beta-Ala-Lys,0.29618458821498367,7.382880361667247e-07,0.3049398615313123,6.687586859281729e-09,Other,3.70503427107021e-08,True
CAG-488 sp000434055,C02714_N-Acetylputrescine,0.29618375333663816,7.382880361667247e-07,0.33248051724999556,2.1155958205853442e-10,Other,1.9958451137597586e-09,True
Ruminococcus_E bromii_B,C00695_Cholate,-0.2960596795104139,7.472070715896621e-07,-0.26573109640478854,5.093708214909938e-07,Bile Acid,1.304406713165157e-06,True
Lachnospira sp003451515,C00364_dTMP,0.29596276228709234,7.521633482074421e-07,0.31103383941285506,3.209599754157475e-09,Other,1.9626281196160248e-08,True
Faecivivens stercoravium,C00300_Creatine,0.29597167153089315,7.521633482074421e-07,0.29679550622982726,1.7380448180204332e-08,Other,7.900203718274696e-08,True
CAG-103 sp900757655,C00431_5-Aminovalerate,-0.2954611381820542,7.950196161756252e-07,-0.2799378367153982,1.1439615592410161e-07,Other,3.714160906626676e-07,True
Acetatifactor intestinalis,C06103_6-Hydroxyhexanoate,0.29539238068870693,7.995141290724864e-07,0.2924061074192127,2.872901382668859e-08,Other,1.194553589467301e-07,True
CAG-488 sp000434055,C08277_Sebacate,-0.2952887035069184,8.072662668486124e-07,-0.32350297174046283,6.778496370407489e-10,Other,5.648746975339574e-09,True
Clostridium_A leptum,C01042_N-Acetylaspartate,0.29517823836994567,8.15728979936466e-07,0.2927191640640841,2.7725280508892205e-08,Other,1.1600535777779165e-07,True
ER4 sp900552015,C00398_Tryptamine,-0.2949856722324474,8.302162796298802e-07,-0.2977542063037546,1.5556055127014915e-08,Indole / Tryptophan,7.218587065900193e-08,True
Lachnospira eligens,C00364_dTMP,0.2949974549752186,8.302162796298802e-07,0.3005852148803578,1.1185297464752649e-08,Other,5.620752494850577e-08,True
ER4 sp900552015,C00785_Urocanate,0.29471346938631704,8.546114456904547e-07,0.23891334304862025,6.803875706365146e-06,Other,1.1092587465396544e-05,True
Bifidobacterium pseudocatenulatum,C02918_1-Methylnicotinamide,-0.29450067792147333,8.73738499647891e-07,-0.3105082488989884,3.4216532125821515e-09,Other,2.0493235423898627e-08,True
UBA737 sp902762875,C00695_Cholate,0.29447716381019234,8.741460761798035e-07,0.2944125420257005,2.2856454067015714e-08,Bile Acid,9.980984308740486e-08,True
Alangreenwoodia gallinarii,C00576_Betaine aldehyde,-0.2943404365814998,8.842210042355689e-07,-0.2881221139193026,4.6537713967213185e-08,Other,1.7741734506664989e-07,True
Acetatifactor sp003447295,C00483_Tyramine,-0.2943382397078412,8.842210042355689e-07,-0.29600740766695827,1.9033558361725855e-08,Other,8.554408252461058e-08,True
Ruminiclostridium_E sp910579265,C08277_Sebacate,-0.29409549395919543,9.070966166244015e-07,-0.29777689573030947,1.5515204439610426e-08,Other,7.216374157958338e-08,True
Alistipes putredinis,C02656_Pimelate,0.2940689905937429,9.078437850031954e-07,0.27661857465596795,1.634077839950365e-07,Other,4.951751030152621e-07,True
Aphodousia sp900553105,C00383_Malonate,-0.2939660810755725,9.165606147386664e-07,-0.2824296527254022,8.725927609996496e-08,Other,2.962963534803564e-07,True
ER4 sp900552015,C06104_Adipate,0.2939314641571126,9.181734426195802e-07,0.3043786572339923,7.149311569089954e-09,Other,3.9067276333824886e-08,True
Faecivivens stercoravium,C00408_Pipecolate,-0.29390324618440794,9.191212300530224e-07,-0.2961579046228414,1.870656336557123e-08,Other,8.445401067977983e-08,True
Alangreenwoodia gallinarii,C01672_Cadaverine,0.29372111002139706,9.363810910677358e-07,0.2795937616139707,1.187296440477958e-07,Polyamine,3.8205162054658815e-07,True
QAMH01 sp900544245,C00134_Putrescine,0.29365977003835375,9.409029649155777e-07,0.2656090330340818,5.157598724455229e-07,Polyamine,1.3157139603202115e-06,True
CAG-170 sp000432135,C01585_Hexanoate,0.2933322515166406,9.74577013180939e-07,0.3046227839754058,6.944786344493011e-09,Other,3.8263285644589596e-08,True
Ruminococcus_E bromii_B,C00055_CMP,0.29321947589815933,9.789061605600401e-07,0.29864139160284425,1.403373227699026e-08,Nucleotide,6.698678891164802e-08,True
ER4 sp000765235,C06103_6-Hydroxyhexanoate,0.29321733472414385,9.789061605600401e-07,0.27965177761604776,1.1798803426239194e-07,Other,3.8122143541968316e-07,True
Ruminococcus_E sp905215855,C02678_Dodecanedioate,0.29321778185745756,9.789061605600401e-07,0.27317437714652026,2.3540445712824439e-07,Other,6.706679690263373e-07,True
Alistipes shahii,C00364_dTMP,0.29322365611829154,9.789061605600401e-07,0.2940296938535779,2.3879093256220212e-08,Other,1.0303863141683939e-07,True
HGM12669 sp900761935,C08277_Sebacate,-0.29287758444249806,1.0153111532339257e-06,-0.2902985756209866,3.645960764766196e-08,Other,1.4545954861035003e-07,True
Alangreenwoodia gallinarii,C01046_N-Methylglutamate,-0.29272702729493794,1.0306254321845607e-06,-0.2646026564435961,5.714491864618957e-07,Other,1.4268394168836346e-06,True
QAMH01 sp900544245,C00431_5-Aminovalerate,0.292687858399597,1.031706000306788e-06,0.2662641543248632,4.823491169679701e-07,Other,1.2415678686434236e-06,True
Fimimonas sp003537755,C02678_Dodecanedioate,-0.2926801283016489,1.031706000306788e-06,-0.32194860241748663,8.260770851106568e-10,Other,6.582767231383844e-09,True
Fusobacterium_A mortiferum,C00079_Phe,0.29261749245648366,1.036860087379448e-06,0.2821958654695074,8.951466872161976e-08,Other,3.019044476277226e-07,True
UMGS902 sp003343845,C00134_Putrescine,0.2925818786730304,1.0388489678822885e-06,0.28401963583183165,7.33108629121026e-08,Polyamine,2.6182451040036643e-07,True
Copromorpha sp905193765,C02678_Dodecanedioate,-0.2922625277299899,1.074919972765436e-06,-0.29802533059068903,1.507464753838652e-08,Other,7.060724842335607e-08,True
Ruminococcus_E sp905215855,C00134_Putrescine,-0.2922237303829803,1.0773746805832138e-06,-0.2812722047631712,9.898751060326415e-08,Polyamine,3.288621614726384e-07,True
Scatomorpha intestinavium,C01046_N-Methylglutamate,-0.29215691906053565,1.0832758309359077e-06,-0.29882319422321457,1.3740076112338526e-08,Other,6.616852801330412e-08,True
RUG11247 sp902767315,C02714_N-Acetylputrescine,0.29186816696430984,1.1169592807533688e-06,0.292957259438945,2.6984658998837553e-08,Other,1.13380920163183e-07,True
Gemmiger sp900540595,C00695_Cholate,-0.2915519510321966,1.152810993927913e-06,-0.2683527303996383,3.8914743184655253e-07,Bile Acid,1.03772648492414e-06,True
Alistipes_A ihumii,C17714_Heptanoate,0.29155370325064295,1.152810993927913e-06,0.29881256752976476,1.3757076048116072e-08,Other,6.616852801330412e-08,True
Sutterella wadsworthensis,C01672_Cadaverine,0.2914892170287613,1.158588633185062e-06,0.23318297040781802,1.1403475165910304e-05,Polyamine,1.6994746894054102e-05,True
Lachnospira eligens,C00630_Isobutyryl CoA,0.29126781456904266,1.1854763528818434e-06,0.2925775705540643,2.817499376808336e-08,Other,1.1764089255984702e-07,True
CAG-170 sp000432135,C05145_3-Aminoisobutyrate,-0.2912388999409679,1.1868739525746828e-06,-0.33694114362751654,1.1694639080660084e-10,Other,1.1753406111216164e-09,True
CAG-41 sp900066215,C00398_Tryptamine,-0.29112601708831687,1.1996053374915365e-06,-0.2919652432450131,3.0202250978322235e-08,Indole / Tryptophan,1.2506108065557863e-07,True
ER4 sp000765235,C00398_Tryptamine,-0.2910995938808711,1.2006899364800488e-06,-0.2856914731986175,6.097062638306666e-08,Indole / Tryptophan,2.229273359527117e-07,True
Alistipes shahii,C00695_Cholate,-0.2910059687552236,1.2109356998876106e-06,-0.2849404244588572,6.62438739450553e-08,Bile Acid,2.395800142678311e-07,True
Scatavimonas sp900540275,C00431_5-Aminovalerate,0.2908870646717587,1.2247590673480026e-06,0.2886795845135186,4.372619199243212e-08,Other,1.6835612414694142e-07,True
Acetatifactor intestinalis,C01585_Hexanoate,0.29074737976577053,1.239085153210395e-06,0.297052270120208,1.687249945129006e-08,Other,7.704337648990895e-08,True
Acetatifactor intestinalis,C17714_Heptanoate,0.2907575561202121,1.239085153210395e-06,0.2858649467889866,5.981150285167332e-08,Other,2.1908975403543342e-07,True
CAG-488 sp000434915,C02678_Dodecanedioate,-0.29052175945982095,1.265792100161582e-06,-0.30271084077824156,8.711049969919961e-09,Other,4.5607591465549536e-08,True
Lachnospira sp003451515,C02656_Pimelate,0.2905262761852031,1.265792100161582e-06,0.3146466279778436,2.0605454243568374e-09,Other,1.3736969495712249e-08,True
Ruminococcus_E bromii,C02714_N-Acetylputrescine,-0.29048353752859873,1.2686512817624531e-06,-0.2963684280363192,1.8258242607873907e-08,Other,8.261648238856971e-08,True
Barnesiella intestinihominis,C02656_Pimelate,0.29037261974348694,1.2819776161224478e-06,0.27511044580989474,1.9185043120487495e-07,Other,5.642659741319851e-07,True
Acetatifactor sp003447295,C01585_Hexanoate,0.2901779899606483,1.3077081807120587e-06,0.2960614027580003,1.89156089468061e-08,Other,8.520544570633377e-08,True
Gemmiger sp900540595,C00483_Tyramine,-0.29013523763735843,1.3113393847150739e-06,-0.28335848317449774,7.882790136897706e-08,Other,2.761047333414258e-07,True
Alistipes shahii,C00423_trans-Cinnamate,0.2901171085096698,1.3113466689457548e-06,0.29084168581864883,3.4294378726277115e-08,Other,1.3828378518660126e-07,True
Escherichia coli,C06104_Adipate,-0.2900870349426888,1.3131228119822213e-06,-0.27622423816660246,1.7042579660637016e-07,Other,5.117891789981085e-07,True
Scatomorpha stercorigallinarum,C00489_Glutarate,-0.2900599058302636,1.314470742873297e-06,-0.30599535067801176,5.896180332454714e-09,Other,3.340612086376609e-08,True
RUG11247 sp902767315,C00431_5-Aminovalerate,0.28992147160748555,1.3324005556127368e-06,0.2847459846895196,6.767917434371892e-08,Other,2.43888916553942e-07,True
UMGS902 sp003343845,C00431_5-Aminovalerate,0.2898893043192052,1.3345323065241518e-06,0.2574551998708713,1.1695061650704177e-06,Other,2.6222111324448827e-06,True
Ruminiclostridium_E sp910579265,C00431_5-Aminovalerate,0.28984564871368185,1.3383996597542872e-06,0.27237076935537324,2.5614904521932023e-07,Other,7.195197899419108e-07,True
Faecousia sp017548065,C02714_N-Acetylputrescine,0.289784760632294,1.3439656804921013e-06,0.29984450562611614,1.2197688048049095e-08,Other,5.990502733706849e-08,True
Lachnospira sp003451515,C00695_Cholate,-0.2897551782153933,1.3439656804921013e-06,-0.28376172310972664,7.541723459722012e-08,Bile Acid,2.679120234359507e-07,True
Lachnospira sp003537285,C02656_Pimelate,0.2897690514962598,1.3439656804921013e-06,0.31594566945009445,1.7544564416129069e-09,Other,1.197581188814271e-08,True
Anaerostipes caccae,C05332_Phenethylamine,0.28971303512624447,1.3476495935400282e-06,0.2988088338266608,1.3763053826767256e-08,Other,6.616852801330412e-08,True
Alistipes putredinis,C01585_Hexanoate,0.28964162907234275,1.3557972481927127e-06,0.28247359553885665,8.684151152984774e-08,Other,2.9606818238363075e-07,True
UBA5905 sp900763035,C05629_3-Phenylpropionate,-0.2895530877843645,1.3653801351102256e-06,-0.3074319647492474,4.963304540957922e-09,Other,2.8524738741137485e-08,True
Ruminococcus_E bromii_B,C00431_5-Aminovalerate,-0.28954350597019124,1.3653801351102256e-06,-0.27827720045792437,1.3681818469890794e-07,Other,4.275568271840873e-07,True
CAG-488 sp900539465,C08277_Sebacate,-0.28952068633351125,1.3658744253271663e-06,-0.2816409797466711,9.509497844552537e-08,Other,3.1804340617232565e-07,True
ER4 sp000765235,C05122_Taurocholate,-0.2895050069420142,1.3658744253271663e-06,-0.27489417823779555,1.9630081135402397e-07,Bile Acid,5.7481935974824e-07,True
Scatavimonas merdipullorum,C00847_4-Pyridoxate,-0.2894208719097319,1.373406577809419e-06,-0.30062082866381107,1.113872783171162e-08,Other,5.620752494850577e-08,True
ER4 sp000765235,C08262_Isovalerate,0.2894208681836224,1.373406577809419e-06,0.2726800922971407,2.479640385442949e-07,Other,7.004633857183472e-07,True
UMGS693 sp900544555,C02714_N-Acetylputrescine,0.2893608417260278,1.379972297507012e-06,0.282028710453622,9.116158882802156e-08,Other,3.0694137652532516e-07,True
Faecousia sp000434635,C00364_dTMP,0.2892858858417535,1.3888965534345872e-06,0.29458659003193177,2.2405666158006355e-08,Other,9.805543176370395e-08,True
UBA5905 sp900763035,C00847_4-Pyridoxate,-0.2892469673326524,1.3922425608715175e-06,-0.2544194120394118,1.5752451771032451e-06,Other,3.383479157321782e-06,True
CAG-115 sp000432175,C05629_3-Phenylpropionate,-0.28922337296111983,1.3932048999699215e-06,-0.2813302207652483,9.836511583323432e-08,Other,3.278837194441144e-07,True
Egerieicola pullicola,C08277_Sebacate,-0.28909202698822867,1.4111162185513775e-06,-0.3004194959041277,1.1404485741673306e-08,Other,5.716534206352534e-08,True
QWKK01 sp009911695,C05629_3-Phenylpropionate,-0.2888892064133453,1.440740936848084e-06,-0.2931850153282873,2.6294109221734937e-08,Other,1.1141571704124974e-07,True
Eubacterium_F sp003491505,C05332_Phenethylamine,-0.28885255695196865,1.4412313173477261e-06,-0.26981835247191244,3.343541168014063e-07,Other,9.061087176189872e-07,True
CAG-103 sp900757655,C08277_Sebacate,0.2888514894996697,1.4412313173477261e-06,0.2822613488777925,8.887733389243434e-08,Other,3.012790979404554e-07,True
Clostridium_A leptum,C02678_Dodecanedioate,0.2887871661637172,1.4488406419117985e-06,0.28642931037354835,5.618575156593518e-08,Other,2.077107266762853e-07,True
Acetatifactor sp003447295,C17714_Heptanoate,0.2886673826924666,1.4655609441688255e-06,0.2804372913075371,1.0837584523946293e-07,Other,3.5309268859695865e-07,True
Negativibacillus massiliensis,C08277_Sebacate,0.2886283281520754,1.4691430223721607e-06,0.3061507301687232,5.787621685014349e-09,Other,3.293057163093971e-08,True
UMGS902 sp003343845,C02714_N-Acetylputrescine,0.2884664762286612,1.493103635877296e-06,0.28255372655162647,8.608466400853501e-08,Other,2.9430654361892316e-07,True
Escherichia coli,C02656_Pimelate,-0.2882264557047505,1.530753731975122e-06,-0.2796546496953585,1.1795143707560447e-07,Other,3.8122143541968316e-07,True
Avichristensenella intestinipullorum,C08277_Sebacate,-0.28806626025343685,1.5534970075029454e-06,-0.29098069445728897,3.376047158859556e-08,Other,1.364059458125073e-07,True
Acetatifactor sp003447295,C00489_Glutarate,0.28806007700619046,1.5534970075029454e-06,0.291484457168394,3.1892054678526915e-08,Other,1.3019280043318964e-07,True
CAG-103 sp900543625,C02656_Pimelate,0.2880229686225899,1.5569684021900052e-06,0.2883188513520888,4.552613460730277e-08,Other,1.7442963451073856e-07,True
CAG-103 sp900543625,C05145_3-Aminoisobutyrate,-0.28796731110940255,1.5636858789703296e-06,-0.2999019472123311,1.2116107812586589e-08,Other,5.988386125044203e-08,True
Ventricola intestinavium,C00695_Cholate,0.28780618519512047,1.5890208244879103e-06,0.27813216045273165,1.3896605164183636e-07,Bile Acid,4.335914247795206e-07,True
Scatavimonas merdipullorum,C02656_Pimelate,-0.2877831496901918,1.5900851549805056e-06,-0.298567291956627,1.4155154777664472e-08,Other,6.724539086776472e-08,True
Negativibacillus massiliensis,C05629_3-Phenylpropionate,0.2876690030801093,1.6074001219065082e-06,0.29747274253130135,1.6071539036958584e-08,Other,7.406239187538519e-08,True
Lachnospira sp003537285,C00695_Cholate,-0.2874974366692152,1.632242156552925e-06,-0.29030747906684995,3.642307057423741e-08,Bile Acid,1.4545954861035003e-07,True
Ruminococcus_C callidus,C00431_5-Aminovalerate,-0.28749858550093943,1.632242156552925e-06,-0.29402021599185246,2.390496248870674e-08,Other,1.0303863141683939e-07,True
CAG-488 sp000434055,C02678_Dodecanedioate,-0.2874763484133376,1.6329995730175153e-06,-0.3223529911844398,7.847349923967887e-10,Other,6.303092308407942e-09,True
ER4 sp900552015,C01585_Hexanoate,0.28744290844025544,1.6360117849835675e-06,0.2988430115704587,1.3708427791145827e-08,Other,6.616852801330412e-08,True
Escherichia coli,C02678_Dodecanedioate,-0.2874114393836299,1.638674873921881e-06,-0.28677568313842444,5.406650112416049e-08,Other,2.021177612118149e-07,True
Alistipes putredinis,C08262_Isovalerate,0.2872642238291825,1.6595240732066273e-06,0.2792921932863423,1.226574583834575e-07,Other,3.906288483549602e-07,True
Escherichia sp002965065,C02678_Dodecanedioate,-0.2872800416796863,1.6595240732066273e-06,-0.2830758705703203,8.130641715643185e-08,Other,2.813370835862694e-07,True
Scatomorpha intestinavium,C00134_Putrescine,0.28718294398468835,1.6689116979034923e-06,0.2607104145616719,8.462234602467473e-07,Polyamine,1.9958100477517626e-06,True
Lachnospira sp000436535,C05332_Phenethylamine,-0.287179995320495,1.6689116979034923e-06,-0.2690135958490412,3.634495155558037e-07,Other,9.757033974652449e-07,True
Alistipes shahii,C00296_Quinate,-0.28710562600465994,1.676531175239731e-06,-0.29299804296515763,2.685972992935136e-08,Other,1.1331557279077982e-07,True
SFEL01 sp016292635,C08277_Sebacate,-0.28711301377638965,1.676531175239731e-06,-0.30352679851042474,7.909672401913409e-09,Other,4.2226559955488786e-08,True
Acetatifactor intestinalis,C05145_3-Aminoisobutyrate,-0.2870312995211248,1.6873154525645382e-06,-0.3207667417811142,9.593954405721542e-10,Other,7.495276879469954e-09,True
Gemmiger formicilis,C02678_Dodecanedioate,0.28677972517636435,1.7319486327211826e-06,0.2754740510506353,1.845861201926507e-07,Other,5.46921837607854e-07,True
Scatomorpha stercorigallinarum,C05332_Phenethylamine,0.2867237638185467,1.739531671283884e-06,0.30919915514915,4.010548583581178e-09,Other,2.3522279082587555e-08,True
CAG-127 sp900319515,C00364_dTMP,0.2866751618117232,1.7457244225876288e-06,0.2859407696827903,5.931156942432335e-08,Other,2.1805724053060055e-07,True
UBA1685 sp900546845,C00803_Valerate,-0.2866242221151604,1.7492535411043414e-06,-0.29411039928220994,2.3659906032301566e-08,Other,1.0242383563766912e-07,True
Faecousia sp003525905,C00055_CMP,0.28662385716157773,1.7492535411043414e-06,0.28802187835135756,4.706141039933262e-08,Nucleotide,1.7838281402523896e-07,True
Aphodovivens excrementavium,C08277_Sebacate,-0.286589144666979,1.7527907248393904e-06,-0.259465080972532,9.582210024722054e-07,Other,2.209019082406713e-06,True
Alistipes shahii,C00300_Creatine,-0.2865555588345138,1.756120437846196e-06,-0.2886701066517931,4.3772592278204775e-08,Other,1.6835612414694142e-07,True
Avichristensenella intestinipullorum,C05629_3-Phenylpropionate,-0.2865224686076418,1.7593647357758364e-06,-0.28920345177979884,4.123406217432646e-08,Other,1.6075657767768598e-07,True
Lachnospira eligens_A,C00055_CMP,0.28648685830955184,1.7631129772809086e-06,0.2927771800661612,2.7543026417666334e-08,Nucleotide,1.1548438749545634e-07,True
Lachnospira sp003537285,C00364_dTMP,0.2864601863511646,1.7651229075523479e-06,0.3016266308384346,9.898317575813587e-09,Other,5.0630780438944174e-08,True
UBA5905 sp900763035,C00364_dTMP,-0.28615876117299993,1.8217993132675765e-06,-0.3196520878006133,1.1041336222272632e-09,Other,8.39645340096778e-09,True
Avimicrobium caecorum,C06104_Adipate,0.28613116883497025,1.8240672790718308e-06,0.2912121840497352,3.2889128401937825e-08,Other,1.3342445599163418e-07,True
Scatomorpha intestinavium,C02714_N-Acetylputrescine,0.28586552120484876,1.8751282219892145e-06,0.2742496836404639,2.1016029247134612e-07,Other,6.100443903377246e-07,True
Lachnospira eligens_A,C02656_Pimelate,0.28581175190338864,1.8829150552777632e-06,0.3007621349658998,1.0955793574378957e-08,Other,5.5613165352177446e-08,True
Eubacterium_G ventriosum,C05332_Phenethylamine,-0.28574452472135264,1.893555254205412e-06,-0.2664014397159169,4.7561600159211226e-07,Other,1.2305718023081818e-06,True
Acetatifactor intestinalis,C00489_Glutarate,0.28563144674102287,1.9139386159142514e-06,0.2938814945611434,2.428670706254659e-08,Other,1.042347942598566e-07,True
ER4 sp000765235,C00785_Urocanate,0.2851785804555454,2.005799813652148e-06,0.22942025930280852,1.589488104667003e-05,Other,2.2513995816813073e-05,True
ER4 sp900552015,C06103_6-Hydroxyhexanoate,0.28516797011264977,2.005799813652148e-06,0.2772251578063977,1.5315265655683204e-07,Other,4.683567478802203e-07,True
