species_a,species_b,rho,pval,qval
Sediminibacterium sp902168225,Aphodousia sp900553105,0.4846748720057855,7.650976520078898e-22,6.550294741688083e-21
Prevotella hominis,Prevotella sp003447235,0.48454620285266403,7.871176816967437e-22,6.731304053841384e-21
Holdemanella sp900754615,Holdemanella sp900556915,0.48428398201159284,8.3394377504959875e-22,7.123811468157542e-21
Gemmiger sp900540595,ER4 sp900552015,0.483861499144982,9.152234050056002e-22,7.80943130122131e-21
Prevotella sp900765465,Prevotella sp002439605,0.4838350760153231,9.205584532846805e-22,7.846226550163094e-21
Prevotella sp900767615,Limisoma sp000437795,0.4837003754956491,9.482354110353766e-22,8.0731563130437e-21
Prevotella sp015074785,Prevotella sp002439605,0.48353293327183255,9.83784768683689e-22,8.366533215712392e-21
Lachnospira sp003451515,ER4 sp000765235,0.4835220193704517,9.861469216675377e-22,8.377334480743833e-21
Gemmiger sp900540595,Faecalibacterium prausnitzii,0.4834249430897485,1.0074050150094061e-21,8.547094401464107e-21
Prevotella sp015074785,Alloprevotella sp900540885,0.48342063497078236,1.0083588102366076e-21,8.547094401464107e-21
Klebsiella quasipneumoniae,Klebsiella africana,0.4830949411769436,1.0831011639813008e-21,9.170495616888035e-21
Prevotella sp900551275,Prevotella sp003447235,0.48275115328344725,1.1679175386999574e-21,9.877723747924335e-21
Prevotella sp002265625,Prevotella sp900552515,0.4827097953413725,1.1785519161409395e-21,9.956686947926373e-21
Prevotella sp002251295,Prevotella sp002440225,0.4823717516064976,1.2691250846431705e-21,1.0710075384265962e-20
Prevotella sp900550035,Prevotella sp900557405,0.4822149360761308,1.3134364789247172e-21,1.1071836516298358e-20
Lachnospira eligens_A,ER4 sp000765235,0.48178412417951877,1.4431665345724559e-21,1.2152064200554676e-20
Limisoma sp000437795,Prevotella sp002265625,0.4815552194584522,1.517149534129124e-21,1.2761024206474243e-20
Prevotella sp002297965,Prevotella sp900765465,0.4813992655518787,1.569681359747495e-21,1.3188418083924463e-20
Prevotella sp015074785,Prevotella sp002440225,0.48121861176323266,1.6327755940514221e-21,1.370352470674886e-20
Lachnospira rogosae_A,Lachnospira sp003451515,0.48074873958799447,1.808815810159494e-21,1.5164400087140414e-20
ER4 sp000765235,Lachnospira eligens,0.48072518853764634,1.8181150846414084e-21,1.5225721412974067e-20
Prevotella sp900313215,Prevotella sp002440225,0.4805132290845132,1.9039557510293807e-21,1.5927202362209792e-20
Bulleidia intestinalis,UBA1206 sp000433115,0.4798021022471723,2.222155569980321e-21,1.856879670731922e-20
Alloprevotella sp900540885,Prevotella multisaccharivorax,0.4797351827992319,2.2546669404168794e-21,1.881996746456788e-20
Prevotella sp900544825,Limisoma sp000437795,0.4791802970763956,2.5429247977312075e-21,2.1203017525430535e-20
Prevotella sp900550035,Prevotella sp900552515,0.479155022778461,2.5568851497061133e-21,2.129627142605385e-20
Prevotella sp900556395,Alloprevotella sp900540885,0.4789080239577368,2.697351205026738e-21,2.2441845004078205e-20
Limisoma sp000437795,Prevotella sp900550035,0.47879802332013516,2.762327937689746e-21,2.2957548873258983e-20
Aveggerthella stercoripullorum,CAIFEB01 sp903789375,0.47861191258079877,2.8757903677645312e-21,2.3874662241473723e-20
Prevotella pectinovora,Prevotella sp900552515,0.47785397085069264,3.3872169258031762e-21,2.809009841928234e-20
Agathobacter sp900546625,Agathobacter faecis,0.4776988785679123,3.502410305123804e-21,2.9014027484454326e-20
Prevotella sp900290275,Prevotella sp002439605,0.4775911755937593,3.5846668023142306e-21,2.9663407810736204e-20
Prevotella sp900557035,Prevotella sp900544495,0.4775202352347839,3.639882591277683e-21,3.008786568716714e-20
Aphodovivens excrementavium,CAIFEB01 sp903789375,0.47749984347167757,3.655908734065389e-21,3.018781044027514e-20
Lachnospira sp003451515,ER4 sp900552015,0.47740362881476756,3.732467362012942e-21,3.078683562795836e-20
Lachnospira eligens_A,Faecalibacterium prausnitzii_C,0.4772318784719849,3.8730743282567965e-21,3.1912302010803316e-20
Prevotella sp900770515,Catenibacterium sp900540685,0.4771738624699078,3.921738880955829e-21,3.2278604029841375e-20
Prevotella sp900557035,Prevotella sp003447235,0.4769280124809078,4.1347303145106815e-21,3.3995194257890074e-20
Alloprevotella sp900540885,Prevotella sp900771975,0.4767060007501871,4.336833039728727e-21,3.5618679066123194e-20
Prevotella sp900313215,Prevotella sp002297965,0.4764963389605026,4.536610107492664e-21,3.721961083911896e-20
Holdemanella sp900754615,Holdemanella sp003458715,0.47648686109877714,4.5458520925747434e-21,3.725558910485134e-20
Prevotella sp002300055,Alloprevotella sp900540885,0.47629960152771644,4.732300361308337e-21,3.8742237002770815e-20
Prevotella sp900555035,Prevotella sp002300055,0.4761338825514863,4.9035687559158134e-21,4.0101573482548193e-20
Prevotella sp900544825,Prevotella stercorea,0.47596356824835906,5.0859447381892775e-21,4.154875621581464e-20
Prevotella sp900544495,Prevotella sp900765465,0.4758015829752329,5.265591942448679e-21,4.29705912665147e-20
Prevotella sp900546535,Prevotella sp002439605,0.4753274026810286,5.828166462496987e-21,4.751101480745418e-20
Acetatifactor intestinalis,Gemmiger sp900540595,0.47499194381753335,6.261498897081451e-21,5.096653567709639e-20
Prevotella sp015074785,Limisoma sp000437795,0.47498907173822263,6.2653426076785165e-21,5.096653567709639e-20
Prevotella sp900551985,Prevotella sp002297965,0.474802099375093,6.5206309255062946e-21,5.2963434973453293e-20
Prevotella sp900551275,Prevotella sp002440225,0.4747992272957822,6.52463121495416e-21,5.2963434973453293e-20
Prevotella sp900546535,Prevotella sp002440225,0.4747202451147367,6.635591083851208e-21,5.3807208461123273e-20
Ruminococcus_D bicirculans,Lachnospira sp003451515,0.47442901627262696,7.061020940426763e-21,5.719650647731119e-20
Neisseria subflava,Neisseria sp000186165,0.47432590862537116,7.217988780023793e-21,5.840632060291404e-20
Agathobacter rectalis,Lachnospira sp003537285,0.47416334893638284,7.47246939288772e-21,6.040180475536533e-20
CAG-170 sp000432135,Acetatifactor sp003447295,0.47339391888903376,8.801982660664755e-21,7.107369367364141e-20
Bifidobacterium longum,Caulobacter sp003931565,-0.47319115008969503,9.189502864767223e-21,7.412479124671858e-20
Prevotella copri_A,Prevotella sp002440225,0.47317535365348595,9.22038786244632e-21,7.429579337481693e-20
Limisoma sp000437795,Prevotella sp000436035,0.47315898280141466,9.252503789622512e-21,7.447634477460051e-20
Prevotella sp900555035,Limisoma sp000437795,0.4727376487665281,1.0118033256441328e-20,8.135789634188829e-20
Prevotella sp000434975,Prevotella sp900557035,0.4727023221910059,1.0194124226879417e-20,8.188390255957278e-20
Prevotella sp900770515,Alloprevotella sp900540885,0.4726207551385807,1.037197268378906e-20,8.322531637797687e-20
Ruminococcus_D bicirculans,CAG-127 sp900319515,0.47260179941512975,1.0413739112722394e-20,8.347313765276227e-20
Ruminococcus_D bicirculans,Lachnospira eligens_A,0.47248059766821626,1.0684732569558072e-20,8.555593271511479e-20
Prevotella sp900557255,Prevotella sp002439605,0.47242574095338097,1.0809657006362165e-20,8.646598425005649e-20
Alloprevotella timonensis,Prevotella sp002439605,0.4723654272878553,1.0948668467815788e-20,8.748670397564053e-20
Lachnospira eligens_A,Faecalibacterium sp900539945,0.4717970427922585,1.2348204445915017e-20,9.856719698711145e-20
UBA5905 sp900763035,Avispirillum faecium,0.47137312388599223,1.350530897335557e-20,1.0769150221892992e-19
Ruminococcus_E bromii_B,ER4 sp000765235,0.471337510102539,1.3607243074444302e-20,1.0839165277680398e-19
ER4 sp000765235,Eubacterium_F sp003491505,0.4706912922576209,1.5594055823564813e-20,1.2408921392382332e-19
Prevotella sp900771975,Prevotella sp002440225,0.4706054170862296,1.5878709178330462e-20,1.2622339700204454e-19
CAG-41 sp900066215,Eubacterium_F sp003491505,0.47046525961586516,1.6354318566804504e-20,1.2986954215937612e-19
Ruminococcus_D bicirculans,ER4 sp900552015,0.47036646008757543,1.6697983532991437e-20,1.3236461633995985e-19
Acetatifactor intestinalis,Faecalibacterium prausnitzii_C,0.4703650240479201,1.670303071530193e-20,1.3236461633995985e-19
Agathobacter rectalis,Roseburia inulinivorans,0.4700798265723629,1.7735749080486468e-20,1.4040343776719473e-19
Faecousia sp000434635,Acetatifactor sp003447295,0.4700574243537391,1.7819481422115253e-20,1.4092086802994443e-19
Faecalibacterium sp900539945,Succinivibrio sp002449335,-0.4699965362723512,1.8049032804308952e-20,1.4258921796277443e-19
Prevotella sp900557035,Prevotella multisaccharivorax,0.4697926186412882,1.8839216145432525e-20,1.4867862865392274e-19
Faecalibacterium prausnitzii_C,Acetatifactor sp003447295,0.4696208682985055,1.953109437715322e-20,1.5398049842460673e-19
UBA3855 sp017460955,Avispirillum faecium,0.4694982305119367,2.0040374286579804e-20,1.5783337900652325e-19
Limisoma sp000437795,Prevotella sp900770515,0.469488178234349,2.0082693534895496e-20,1.5800445344223934e-19
Erysipelatoclostridium ramosum,Anaerostipes caccae,0.46924376428500447,2.1139162169150968e-20,1.6614601741757896e-19
Prevotella copri_A,Prevotella sp002439605,0.4691277322808503,2.165967288888778e-20,1.7006279501602677e-19
Ruminococcus_D bicirculans,Acetatifactor sp003447295,0.4689855643549683,2.2314649870189432e-20,1.7502625680390915e-19
Prevotella sp900767615,Prevotella sp002297965,0.4685156921797301,2.4621160021395936e-20,1.9292024364058042e-19
Catenibacterium sp900540685,Prevotella sp002451555,0.46810929295725945,2.6804222551616852e-20,2.0981141958515598e-19
Agathobacter rectalis,Agathobacter faecis,0.46805558507414846,2.7106620303238864e-20,2.1196216549046417e-19
Limisoma sp000437795,Prevotella sp900554835,0.46790853461343823,2.795186494137712e-20,2.183490386612056e-19
Ruminococcus_D bicirculans,Acetatifactor intestinalis,0.46787205920619174,2.8165508842599353e-20,2.1979411834341773e-19
Prevotella sp900548535,Limisoma sp000437795,0.46749667844027715,3.0459736331391303e-20,2.3745593231514504e-19
Prevotella copri,Prevotella sp002440225,0.46736772207922456,3.1289569732372325e-20,2.4367745118480013e-19
Prevotella sp000436035,Prevotella stercorea,0.4672927608092141,3.1782130170538707e-20,2.47262394054972e-19
Lachnospira eligens,Faecalibacterium sp900539945,0.4670586863453882,3.3369844205505497e-20,2.5935164630236336e-19
CAG-41 sp900066215,Roseburia intestinalis,0.4668045073263871,3.518238910190811e-20,2.731620514177501e-19
Clostridium_A leptum,Avimicrobium caecorum,0.4667953166725927,3.524971124079532e-20,2.734080231831556e-19
Prevotella sp900555035,Prevotella sp002297965,0.4667151856598229,3.5842073433881545e-20,2.7772176294071243e-19
Prevotella sp900770515,Prevotella sp002297965,0.4661680545511256,4.015688794024436e-20,3.108410569017301e-19
Lachnospira sp003451515,Faecalibacterium prausnitzii_C,0.4658492537476327,4.2902655817254996e-20,3.31760355619116e-19
Prevotella multisaccharivorax,Prevotella sp002440225,0.4651674221192614,4.9410220388760763e-20,3.8169768439293432e-19
Prevotella pectinovora,Prevotella sp900557405,0.4650694842147649,5.042144682545905e-20,3.8911762434416137e-19
Prevotella sp900557035,Alloprevotella timonensis,0.4650594319371773,5.052638378291807e-20,3.8953556783795433e-19
Prevotella sp002265625,Prevotella sp002439605,0.4650376041344156,5.0754987503138007e-20,3.909051296551924e-19
Ruminococcus_D bicirculans,CAG-41 sp900066215,0.46501434029199856,5.09997515083002e-20,3.9239628266817533e-19
Lachnospira sp003537285,Faecalibacterium prausnitzii_D,0.4646918057854017,5.451532141674751e-20,4.190250807493689e-19
Lachnospira rogosae_A,Roseburia intestinalis,0.4645642854640045,5.597012506556802e-20,4.2977660598395626e-19
Eubacterium_G ventriosum,Lachnospira eligens,0.4643997153194987,5.790419368558625e-20,4.441830697621321e-19
ER4 sp900552015,Faecalibacterium prausnitzii,0.46398211498771613,6.311203784187557e-20,4.83648793491536e-19
Prevotella sp900544495,Prevotella sp002440225,0.463927832688743,6.382197042654979e-20,4.886011328763108e-19
Prevotella sp900544825,Alloprevotella sp900540885,0.46391921645081075,6.393537851562787e-20,4.889813445597022e-19
Prevotella copri,Alloprevotella sp900540885,0.46373109525595685,6.64614803212233e-20,5.077948361993067e-19
ER4 sp900552015,Eubacterium_F sp003491505,0.46371874531492063,6.663070925913079e-20,5.085812644047685e-19
Agathobacter sp900546625,Roseburia inulinivorans,0.4633594481931462,7.174405700597337e-20,5.470662637105583e-19
Prevotella sp900548535,Alloprevotella sp900540885,0.463258638209339,7.324682917582234e-20,5.579706321824561e-19
ER4 sp000765235,Lachnospira sp003537285,0.46288928880997693,7.902206179514339e-20,6.013672976493502e-19
Gemmiger qucibialis,Ruminococcus_C sp000980705,0.4621732794378077,9.152272608658782e-20,6.958085548168634e-19
CAG-83 sp000435555,CAG-83 sp002438575,0.46206500204779255,9.357525538423218e-20,7.107086970816287e-19
Negativibacillus massiliensis,Avimicrobium caecorum,0.4619225469139795,9.63447916276789e-20,7.310196800948811e-19
Prevotella sp900767615,Prevotella sp002440225,0.46146014214494924,1.0590216089204512e-19,8.027425654178637e-19
Streptococcus gallolyticus_B,Streptococcus gallolyticus,0.4614354422628768,1.0643812615193243e-19,8.056866478775058e-19
Prevotella sp900556795,Prevotella sp002300055,0.4614325701835661,1.0650062064239222e-19,8.056866478775058e-19
Prevotella sp900290275,Prevotella sp900557405,0.4613030394066514,1.093569688670209e-19,8.264801065802142e-19
Sediminibacterium sp902168225,UMGS687 sp900545735,0.46126283029630094,1.1025887399045552e-19,8.324762031306931e-19
Agathobacter rectalis,Roseburia intestinalis,0.4611100356769692,1.1375335016539111e-19,8.580156825159443e-19
Prevotella sp002300055,Prevotella sp900557405,0.46080301039865035,1.2110784814527275e-19,9.125916533618735e-19
Gemmiger sp900540595,Acetatifactor sp003447295,0.460309587173064,1.3391870302848393e-19,1.0081357909043182e-18
Lachnospira eligens_A,Faecalibacterium prausnitzii_D,0.4598483312357581,1.4709549150725761e-19,1.1062446228942873e-18
Streptococcus sp001937065,Streptococcus parauberis,0.45945830286535866,1.5922653000018376e-19,1.1963043208926637e-18
Erysipelatoclostridium ramosum,CAG-103 sp900757655,-0.4594430808450117,1.597194208073598e-19,1.1988333434571987e-18
Prevotella sp900556795,Prevotella stercorea,0.4592957431763704,1.6456848460733028e-19,1.234022331791623e-18
Eubacterium_G ventriosum,Roseburia inulinivorans,0.45921704820325593,1.6721747423211884e-19,1.2526613719087731e-18
Prevotella sp900557255,Prevotella sp002297965,0.4591794239642851,1.684987406756073e-19,1.2610281363147158e-18
Lachnospira rogosae_A,CAG-127 sp900319515,0.4590148538197793,1.7421751200477378e-19,1.302556076597095e-18
Lachnospira sp003451515,Faecalibacterium prausnitzii_D,0.4589433390449417,1.7676175456297747e-19,1.3184160102983847e-18
Lachnospira sp000436475,Roseburia inulinivorans,0.45894075417356206,1.7685439637557528e-19,1.3184160102983847e-18
Prevotella copri,Limisoma sp000437795,0.45894075417356206,1.7685439637557528e-19,1.3184160102983847e-18
Acetatifactor intestinalis,Ruminococcus_C callidus,0.45880461761423263,1.8180163007424093e-19,1.3539808779606818e-18
Prevotella sp003447235,Alloprevotella sp900540885,0.45872908192836,1.8460508251589977e-19,1.373526273500938e-18
Faecousia sp003525905,Lachnospira sp003451515,0.4586150603797233,1.889176461561523e-19,1.4042512244804693e-18
Prevotella sp900552515,Prevotella sp900553155,0.45857083035833784,1.9061707785360865e-19,1.4155117175363328e-18
Ruminococcus_D bicirculans,Gemmiger qucibialis,0.4585064957817771,1.9311585708102883e-19,1.432680599292623e-18
Prevotella sp003447235,Prevotella sp900552515,0.458229052920359,2.0426610127207053e-19,1.5139374520367661e-18
Ruminococcus_D bicirculans,Ruminococcus_E bromii_B,0.45804208055722934,2.1213516593347721e-19,1.5707421408066637e-18
CAG-41 sp900066215,Eubacterium_G ventriosum,0.4578533849465133,2.203789542557852e-19,1.6302092170647334e-18
CAG-127 sp900319515,Gemmiger sp900540595,0.45778301900339996,2.235331211520494e-19,1.6519485282826312e-18
Agathobacter faecis,Eubacterium_G ventriosum,0.4569328835274189,2.653348007105893e-19,1.9589829222819347e-18
Lachnospira sp000436475,Eubacterium_G ventriosum,0.45672350894566544,2.767570669518058e-19,2.041349481333945e-18
Prevotella sp002251295,Prevotella sp002297965,0.456256508849738,3.04004984027288e-19,2.2401750552097275e-18
Lachnospira sp003451515,Agathobacter faecis,0.4560557505059168,3.165142111606322e-19,2.330115656250681e-18
Ruminococcus_D bicirculans,ER4 sp000765235,0.4559635567600418,3.224271237901758e-19,2.371369574874821e-18
Acetatifactor intestinalis,CAG-103 sp900543625,0.4559423033731423,3.2380556057739897e-19,2.379226489644854e-18
Ruminococcus_E bromii_B,Acetatifactor sp003447295,0.45563068276792623,3.4469463424710217e-19,2.5302895113009768e-18
Prevotella copri_A,Alloprevotella sp900540885,0.45548506834687136,3.549047221199715e-19,2.6027477278989495e-18
Prevotella hominis,Prevotella sp002440225,0.4552486962195969,3.721152967895234e-19,2.726357632924961e-18
Acetatifactor intestinalis,Alistipes shahii,0.45524122881338897,3.726721771273277e-19,2.727832319411957e-18
Prevotella hominis,Catenibacterium sp900540685,0.45518895696993333,3.765933572368396e-19,2.7539062377157255e-18
Prevotella sp900765465,Catenibacterium sp900540685,0.4550668935992266,3.8590867124186144e-19,2.819338492472685e-18
Prevotella copri_A,Catenibacterium sp900540685,0.4550502355392243,3.8719738604161727e-19,2.8260619869888163e-18
Scatomorpha stercorigallinarum,Scatomorpha intestinavium,0.45500370785439015,3.908193645594841e-19,2.8497864501290896e-18
Faecousia sp003525905,Ruminococcus_C callidus,0.45489629208816823,3.993089734857807e-19,2.9089260547098045e-18
CAG-41 sp900066215,Agathobacter faecis,0.45480036463918927,4.0704375784245886e-19,2.962459835303133e-18
Prevotella sp900551985,Prevotella stercorea,0.45479289723298133,4.0765201176858967e-19,2.9640744855704753e-18
Prevotella sp003447235,Prevotella sp002440225,0.45476848455884,4.0964677959430028e-19,2.975757998359732e-18
Lachnospira sp003537285,Faecalibacterium prausnitzii_C,0.4546969697840024,4.155456949514762e-19,3.015753099311991e-18
Prevotella sp900554835,Prevotella sp900557405,0.4546398154057185,4.203200861734721e-19,3.0475192637397965e-18
Prevotella sp900554835,Alloprevotella sp900540885,0.4546133922760597,4.225455400605302e-19,3.0607618865007806e-18
Eubacterium_G ventriosum,Faecalibacterium sp900539945,0.4545769168688132,4.2563668595047917e-19,3.080244356534081e-18
Agathobacter faecis,Faecalibacterium prausnitzii_D,0.4544235478336193,4.388792877821915e-19,3.173084841260312e-18
Prevotella sp900544495,Prevotella sp900543975,0.45373080230386714,5.039215886977855e-19,3.639908198588241e-18
Megamonas funiformis,Megamonas sp900556715,0.4536859978666195,5.0844035491423005e-19,3.669093097410216e-18
CAG-127 sp900319515,Faecalibacterium sp900539945,0.4536521073307527,5.118848465142233e-19,3.690478061664104e-18
Agathobacter sp900546625,Lachnospira sp003537285,0.45364665038006224,5.124416090596299e-19,3.6910230827196435e-18
Faecousia sp003525905,Lachnospira eligens,0.45339764110382047,5.384912339671141e-19,3.875015249307441e-18
Prevotella sp900551985,Limisoma sp000437795,0.45329022533759855,5.5012639214894485e-19,3.955032384418516e-18
Lachnospira eligens_A,ER4 sp900552015,0.4530900414096395,5.724735680090727e-19,4.111839644379772e-18
Prevotella sp002300055,Prevotella sp900552515,0.4529656803754842,5.868034783787196e-19,4.2108227152882675e-18
Agathobacter rectalis,Faecalibacterium prausnitzii_C,0.45289215514512904,5.954409906016865e-19,4.2688110643976986e-18
Limisoma sp000437795,Prevotella sp900556395,0.4528057055578756,6.057568464280473e-19,4.338712202567274e-18
CAG-127 sp900319515,ER4 sp900552015,0.4524432491488593,6.509551456513531e-19,4.658094143928666e-18
Faecousia sp003525905,Lachnospira eligens_A,0.45194235851706505,7.189173877109311e-19,5.139622815592314e-18
Acetatifactor intestinalis,Erysipelatoclostridium ramosum,-0.4516752551411656,7.579633686027788e-19,5.4137216020036465e-18
Ruminococcus_D bicirculans,Faecousia sp003525905,0.4515641056718397,7.748193101315945e-19,5.528966444669266e-18
Agathobacter sp900317585,Roseburia intestinalis,0.4509121436683001,8.813734600718893e-19,6.2834719444344454e-18
Prevotella sp015074785,Prevotella stercorea,0.450700184215167,9.190246082176028e-19,6.545810371065211e-18
Prevotella sp900544495,Prevotella sp002439605,0.45051120139651984,9.539251306284816e-19,6.788088754221783e-18
CAG-127 sp900319515,Agathobacter faecis,0.45050545723789837,9.550060947464883e-19,6.789482625394171e-18
Prevotella sp900556395,Prevotella sp900552515,0.45048506547479206,9.588532539111867e-19,6.81052158403029e-18
Gemmiger formicilis,Faecalibacterium sp900539945,0.45039201010512386,9.766036337340147e-19,6.9301817524270365e-18
Prevotella sp900551275,Catenibacterium sp900540685,0.4498500487391859,1.0865896670103759e-18,7.703539127205724e-18
Faecalibacterium sp900539945,Eubacterium_F sp003491505,0.4498422941250469,1.0882486250360783e-18,7.708176549078262e-18
Ruminococcus_E bromii_B,Eubacterium_F sp003491505,0.44970874243709713,1.1172134795607916e-18,7.906037455452797e-18
Agathobacter rectalis,Lachnospira eligens_A,0.4493721347418776,1.1936227800154212e-18,8.438968060367092e-18
Prevotella sp900554835,Catenibacterium sp900540685,0.44922077616220124,1.2296339390217178e-18,8.685563486404786e-18
Prevotella sp900556395,Prevotella stercorea,0.44917539730909145,1.240637094168085e-18,8.75522276850357e-18
Lachnospira eligens_A,Agathobacter faecis,0.4491452404763286,1.2480028025166541e-18,8.799107994582034e-18
Gemmiger qucibialis,Eubacterium_F sp003491505,0.44912082780218726,1.2539969964669552e-18,8.833251570154282e-18
Faecalibacillus intestinalis,Eubacterium_G ventriosum,0.4489401740135413,1.2992425178975075e-18,9.143568215405303e-18
Faecalibacillus intestinalis,Erysipelatoclostridium ramosum,-0.44878249685938126,1.340042604748121e-18,9.42205941431974e-18
Prevotella sp900548535,Prevotella sp002297965,0.4485076388693428,1.4141969390275733e-18,9.934344981026112e-18
Ruminococcus_E bromii_B,Acetatifactor intestinalis,0.44849184243313367,1.4185791640477417e-18,9.956011681070656e-18
Alistipes putredinis,ER4 sp000765235,0.4481569579855006,1.5146881786708457e-18,1.0620816287553984e-17
Agathobacter sp900546625,Faecalibacterium prausnitzii_C,0.44799554712823664,1.5632704277730356e-18,1.0951458859768909e-17
CAG-127 sp900319515,Gemmiger qucibialis,0.4478999068871887,1.5927761192991615e-18,1.114797957221156e-17
Limisoma sp000437795,Prevotella sp002251295,0.44778157721958595,1.6300402731525992e-18,1.1398394653923053e-17
Prevotella sp900557405,Prevotella sp900765465,0.44761987915439094,1.6823510968825951e-18,1.1753474739696162e-17
Agathobacter sp900317585,Lachnospira sp003537285,0.4475799572519715,1.6955181595226191e-18,1.1834685897814388e-17
Prevotella sp900556795,Limisoma sp000437795,0.44745588342574727,1.7370903583669503e-18,1.2113836490029887e-17
Limisoma sp000437795,Prevotella stercorea,0.44691392205980934,1.9307402017525433e-18,1.3452050942455731e-17
Erysipelatoclostridium ramosum,ER4 sp000765235,-0.4466476803077031,2.033495423867846e-18,1.4155121049446683e-17
Lachnospira sp000436475,Faecalibacterium sp900539945,0.4465020658866482,2.091949817407289e-18,1.4548818721061935e-17
Lachnospira sp003537285,Roseburia intestinalis,0.4464492196273305,2.1135699909026015e-18,1.4685865398744434e-17
Erysipelatoclostridium ramosum,Faecalibacterium prausnitzii,-0.44641360584387724,2.128263848484841e-18,1.4774580978938656e-17
Prevotella sp900557405,Prevotella sp900553155,0.44615511870591,2.2379645577441525e-18,1.552208510167757e-17
CAG-41 sp900066215,Lachnospira sp003451515,0.4459107047565654,2.346796618478266e-18,1.626221938604045e-17
Ruminococcus_E bromii,Gemmiger qucibialis,0.4457828972272372,2.405761174488513e-18,1.6655770730596917e-17
Faecalibacillus intestinalis,Agathobacter sp900546625,0.44544715115581085,2.5676857563711537e-18,1.776079119668451e-17
Prevotella sp002300055,Prevotella multisaccharivorax,0.4451734419974967,2.7075779654750885e-18,1.8711559074918383e-17
Prevotella sp900544495,Prevotella sp900553155,0.44515879439301187,2.7152719167467434e-18,1.874784057008485e-17
Faecousia sp003525905,Eubacterium_F sp003491505,0.4449626313760879,2.8204052350945812e-18,1.945623071799508e-17
CAG-127 sp900319515,Faecalibacterium prausnitzii_D,0.44473028015984845,2.9501187231561696e-18,2.0332758962561524e-17
Prevotella sp000436035,Prevotella sp002297965,0.44464124570121527,3.001362434724184e-18,2.0667370948625867e-17
Prevotella sp002251295,Prevotella sp900557405,0.4443391029577247,3.1818687718536536e-18,2.1890686411559976e-17
CAG-41 sp900066215,Lachnospira sp003537285,0.44418774437804837,3.2762632731887476e-18,2.2519906423504377e-17
Prevotella sp900544825,Prevotella sp002297965,0.4440157068273346,3.386899142138883e-18,2.3259537438986007e-17
Prevotella sp003447235,Prevotella sp900765465,0.44389680274386967,3.4655031254571957e-18,2.3778063037014444e-17
Lachnospira sp003537285,ER4 sp900552015,0.4437040862221186,3.596726667132942e-18,2.4656380932597677e-17
Prevotella sp900767615,Catenibacterium sp900540685,0.44327499757309297,3.9066933027370124e-18,2.6757361004728236e-17
Ruminococcus_C callidus,ER4 sp000765235,0.4432454151561923,3.929005262885928e-18,2.688617249919532e-17
Agathobacter sp900317585,Agathobacter faecis,0.4432307675517075,3.940099245793713e-18,2.6938058212552207e-17
Aphodomorpha sp900549955,Avispirillum faecium,0.44307768572444467,4.057900360471019e-18,2.7718747698284226e-17
Prevotella sp900552515,Prevotella sp002451555,0.4430728031896164,4.061714033222246e-18,2.7720114189366412e-17
Alloprevotella sp900540885,Prevotella stercorea,0.4429516014427029,4.1575200973401e-18,2.8348743703729695e-17
Ruminococcus_C sp000980705,Acetatifactor sp003447295,0.4428766401726924,4.217882582234953e-18,2.8734793328884836e-17
Faecalibacterium sp900539945,Lachnospira sp000436535,0.44271264444404873,4.352959451178381e-18,2.9628706255536256e-17
Agathobacter sp900317585,Faecalibacterium prausnitzii_C,0.4423226160736493,4.691523814603462e-18,3.188186960419574e-17
Prevotella sp900557255,Catenibacterium sp900540685,0.44232175444985605,4.692299671898969e-18,3.188186960419574e-17
Faecousia sp003525905,Gemmiger sp900540595,0.4417226387056343,5.2634665585549224e-18,3.573101944307505e-17
CAG-103 sp900757655,ER4 sp900552015,0.44121772716280494,5.797456350882732e-18,3.932120925519137e-17
Limisoma sp000437795,Prevotella multisaccharivorax,0.4409322424793167,6.122581490284747e-18,4.148968428619638e-17
Lachnospira rogosae_A,Lachnospira eligens,0.44071367724376886,6.383543658079203e-18,4.3219914740622743e-17
Erysipelatoclostridium ramosum,CAG-103 sp900543625,-0.44061545213134135,6.504353313997318e-18,4.3999024930928945e-17
Prevotella sp900544825,Catenibacterium sp900540685,0.4405786895161638,6.550144072481917e-18,4.4269740246703774e-17
Prevotella sp003447235,Prevotella stercorea,0.4405433629406416,6.594444540006969e-18,4.4529915551402694e-17
Lachnospira rogosae_A,Acetatifactor sp003447295,0.4402265725926662,7.005095905790914e-18,4.7261293485771414e-17
Ruminococcus_E bromii_B,CAG-127 sp900319515,0.44021422265163,7.02160386836375e-18,4.7331039784023135e-17
Agathobacter sp900317585,Roseburia inulinivorans,0.4398509046188205,7.524723379827914e-18,5.0677921902247523e-17
Prevotella sp900313215,Catenibacterium sp900540685,0.4397159168912154,7.720541274328714e-18,5.195111589068032e-17
Lachnospira rogosae_A,Eubacterium_G ventriosum,0.4396254463929269,7.854574656793897e-18,5.280669780216124e-17
Ruminococcus_C callidus,Acetatifactor sp003447295,0.4391598823366548,8.581309877499336e-18,5.764205610358792e-17
Agathobacter sp900546625,Roseburia intestinalis,0.43863141974347736,9.486479520413768e-18,6.366647804120212e-17
Desulfovibrio sp900556755,Desulfovibrio piger,0.4385176854027718,9.693222444873359e-18,6.497571569663221e-17
Phascolarctobacterium_A succinatutens,Phascolarctobacterium faecium,-0.43851481332346104,9.698500126794926e-18,6.497571569663221e-17
