Pathway,Species,Rho,PValue,QValue
Polyamine_biosyn,Ruminococcus_E bromii,-0.14118251547045518,0.008447166480922492,0.023496906350530467
Polyamine_biosyn,Agathobacter sp900546625,-0.11898880980458947,0.026664272107213494,0.06014497467792517
Polyamine_biosyn,Anaerostipes hadrus,-0.0247237203307027,0.6462627183406937,0.7399954790160616
Polyamine_biosyn,Akkermansia muciniphila,-0.13250050692199836,0.013503542184467128,0.03477272887430634
Polyamine_biosyn,Eubacterium_G ventriosum,-0.14090191332179525,0.008579612733374124,0.0236136130276352
Polyamine_biosyn,Bacteroides thetaiotaomicron,0.10142489598764776,0.0591080353760736,0.12229248698497985
Polyamine_biosyn,Enterocloster bolteae,0.15522411122069688,0.0037476051547609837,0.012513230057551807
Polyamine_biosyn,Faecalimonas umbilicata,0.17184253652854073,0.0013114697115755097,0.005702042224241346
Polyamine_biosyn,Prevotella sp900555035,0.06606758921683567,0.21959576383085527,0.34491481229977267
Polyamine_biosyn,Anaerotignum faecicola,0.055097969497368886,0.30610191197778475,0.4331630829874312
Polyamine_biosyn,Prevotella sp900554835,-0.0025972213207084384,0.9615517643691855,0.9894103106437817
Polyamine_biosyn,Blautia_A obeum,-0.014179168349226464,0.7924050477018961,0.8707747776943913
Polyamine_biosyn,Prevotella pectinovora,0.06633612863239051,0.21772337216053453,0.3437737455166335
Polyamine_biosyn,UBA11524 sp000437595,-0.10702746109912177,0.04634554298496214,0.09853611687238471
Polyamine_biosyn,Erysipelatoclostridium ramosum,0.15519596484345158,0.003753969017265542,0.012513230057551807
Polyamine_biosyn,Lachnospira sp003451515,-0.21732507170145998,4.4532950450238844e-05,0.00035157592460714873
Polyamine_biosyn,Escherichia sp002965065,0.16214122703269976,0.0024493522618172724,0.008961044860307094
Polyamine_biosyn,Faecalibacterium prausnitzii,-0.18416088469233427,0.0005653967365272796,0.0029152643209167275
Polyamine_biosyn,Faecalimonas phoceensis,0.20405663970167137,0.00012929923241743996,0.0009020876680286508
Polyamine_biosyn,Bilophila wadsworthia,0.034865894000743296,0.5174164633110734,0.6387857571741646
Polyamine_biosyn,Acidaminococcus intestini,0.11468183967019337,0.03270971765156565,0.07215378893727717
Polyamine_biosyn,Streptococcus salivarius,-0.02807572409427543,0.6022215756359812,0.6995345077539664
Polyamine_biosyn,Odoribacter splanchnicus,0.025940045918804017,0.6301277868071719,0.7242848124220366
Polyamine_biosyn,Prevotella sp900548535,0.03910651910306112,0.4677633710671292,0.597144729021867
